"","label","MainText"
"3752","ham","By monday next week. Give me the full gist"
"3753","phishing","call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
"3754","ham","Great. Never been better. Each day gives even more reasons to thank God"
"3755","ham","Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
"3756","ham","1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible"
"3757","ham","I'm gonna rip out my uterus."
"3758","ham","Where are the garage keys? They aren't on the bookshelf"
"3759","phishing","Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days."
"3760","ham","S but mostly not like that."
"3761","phishing","network operator. The service is free. For T & C's visit 80488.biz"
"3762","phishing","Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552."
"3763","ham","He telling not to tell any one. If so treat for me hi hi hi"
"3764","phishing","For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
"3765","ham","Ffffffffff. Alright no way I can meet up with you sooner?"
"3766","ham","Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz"
"3767","ham","1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
"3768","phishing","WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538"
"3769","ham","A few people are at the game, I'm at the mall with iouri and kaila"
"3770","ham","Haven't left yet so probably gonna be here til dinner"
"3771","ham","I like you peoples very much:) but am very shy pa."
"3772","ham","No problem with the renewal. I.ll do it right away but i dont know his details."
"3773","ham","Gud gud..k, chikku tke care.. sleep well gud nyt"
"3774","ham","I'm vivek:)i got call from your number."
"3775","ham","Do u noe wat time e place dat sells 4d closes?"
"3776","phishing","important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!"
"3777","ham","I just got home babe, are you still awake ?"
"3778","ham","I love you both too :-)"
"3779","ham","Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails."
"3780","ham","How are you. Wish you a great semester"
"3781","ham","ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*"
"3782","ham","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"3783","ham","Sorry, I'll came to ur place later.."
"3784","phishing","XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription"
"3785","phishing","YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
"3786","ham","Great to hear you are settling well. So what's happenin wit ola?"
"3787","phishing","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099802 "
"3788","ham","Do I? I thought I put it back in the box"
"3789","ham","Take something for pain. If it moves however to any side in the next 6hrs see a doctor."
"3790","ham","So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
"3791","ham","You will be in the place of that man�so be alert�"
"3792","ham","Solve d Case : A Man Was Found Murdered On 13 jan AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. who is the murderer?"
"3793","ham","I'm reaching home in 5 min."
"3794","ham","I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
"3795","phishing","How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)"
"3796","phishing","Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
"3797","phishing","Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
"3798","ham","Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor.."
"3799","ham","alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap"
"3800","ham","I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
"3801","ham","If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number"
"3802","ham","sure, but make sure he knows we ain't smokin yet"
"3803","ham","Me too. Mark is taking forever to pick up my prescription and the pain is coming back."
"3804","ham","Went to pay rent. So i had to go to the bank to authorise the payment."
"3805","ham","That's one of the issues but california is okay. No snow so its manageable"
"3806","phishing","	Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"
"3807","ham","Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola"
"3808","ham","No pic. Please re-send."
"3809","ham","Sorry, I have some work.."
"3810","phishing","For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's  custcare 08715705022, 1x150p/wk"
"3811","ham","I think it's all still in my car"
"3812","ham","And several to you sir."
"3813","ham","Lol no. U can trust me."
"3814","phishing","Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW"
"3815","ham","Why don't you wait 'til at least wednesday to see if you get your ."
"3816","ham","Then i buy."
"3817","ham","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
"3818","ham","As usual..iam fine, happy &amp; doing well..:) How r u?"
"3819","ham","how are you? I miss you!"
"3820","ham","Omg if its not one thing its another. My cat has worms :/ when does this bad day end?"
"3821","ham","Ay wana meet on sat?ü wkg on sat?"
"3822","ham","Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
"3823","ham","Almost there, see u in a sec"
"3824","ham","Ok.ok ..then..what is ur todays plan"
"3825","ham","Good Morning my Dear Shijutta........... Have a great &amp; successful day."
"3826","ham","Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day."
"3827","ham","I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA"
"3828","ham","Y ü wan to go there? C doctor?"
"3829","ham","Hasn't that been the pattern recently crap weekends?"
"3830","ham","Going to take your babe out ?"
"3831","phishing","Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
"3832","ham","Rofl. Its true to its name"
"3833","ham","K.i did't see you.:)k:)where are you now?"
"3834","ham","Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
"3835","ham","Sorry, I'll call later..busy ryt now.."
"3836","ham","Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
"3837","phishing","URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"
"3838","ham","What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor.."
"3839","ham","Enjoy urself tmr..."
"3840","ham","R u over scratching it?"
"3841","ham","Whatever, juliana. Do whatever you want."
"3842","ham","Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50..."
"3843","ham","Will purchase d stuff today and mail to you. Do you have a po box number?"
"3844","ham","Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
"3845","ham","Po de :-):):-):-):-). No need job aha."
"3846","ham","How's ur paper?"
"3847","ham","HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX"
"3848","phishing","Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199."
"3849","ham","No probably  &lt;#&gt; %."
"3850","ham","I'll text now! All creepy like so he won't think that we forgot"
"3851","ham","I'm freezing and craving ice. Fml"
"3852","ham","Both :) i shoot big loads so get ready!"
"3853","ham","Aight sorry I take ten years to shower. What's the plan?"
"3854","ham","Yes.mum lookin strong:)"
"3855","ham","Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
"3856","phishing","Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8536074310 to claim"
"3857","ham","I am literally in bed and have been up for like  &lt;#&gt;  hours"
"3858","ham","Aldrine, rakhesh ex RTM here.pls call.urgent."
"3859","ham","Nah I don't think he goes to usf, he lives around here though"
"3860","ham","Are you coming to day for class."
"3861","ham","Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
"3862","ham","Yes. It's all innocent fun. O:-)"
"3863","ham","The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
"3864","ham","It is not possible"
"3865","ham","Sindu got job in birla soft .."
"3866","ham","awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
"3867","ham","We confirm eating at esplanade?"
"3868","ham","You have got tallent but you are wasting."
"3869","phishing","WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492"
"3870","ham","Is that what time you want me to come?"
"3871","ham","You are gorgeous! keep those pix cumming :) thank you!"
"3872","phishing","Last chance 2 claim ur £250 worth of discount vouchers-Text YES to 85022 now!SavaMob-member offers mobile T Cs 08717898036. £3.00 Sub. 16 ."
"3873","ham","Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
"3874","ham","Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly."
"3875","ham","The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
"3876","phishing","URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7908807538 from land line. Claim 3030. Valid 12hrs only"
"3877","ham","Mm so you asked me not to call radio"
"3878","ham","Beauty sleep can help ur pimples too."
"3879","ham","Gud mrng dear hav a nice day�.do well..stay blessed"
"3880","ham","I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob"
"3881","phishing","SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!"
"3882","ham","Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again"
"3883","phishing","	Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app"
"3884","ham","Hey loverboy! I love you !! I had to tell ... I look at your picture ...I want you ... I need you ... I crave you ."
"3885","ham","This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry."
"3886","phishing","Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au"
"3887","ham","I'm in a movie... Collect car oredi..."
"3888","ham","Yes I know the cheesy songs from frosty the snowman :)"
"3889","phishing","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
"3890","phishing","Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50"
"3891","ham","Yeah sure, give me a couple minutes to track down my wallet"
"3892","ham","Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
"3893","ham","Nt joking seriously i told"
"3894","ham","You do what all you like"
"3895","ham","We're finally ready fyi"
"3896","ham","Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me."
"3897","ham","Boo. How's things? I'm back at home and a little bored already :-("
"3898","ham","Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
"3899","ham","For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis."
"3900","ham","Watching cartoon, listening music ; at evening had to go temple.. What about u?"
"3901","ham","Do you hide anythiing or keeping distance from me"
"3902","ham","Havent still waitin as usual... Ü come back sch oredi?"
"3903","phishing","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"3904","ham","Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
"3905","ham","I didnt get ur full msg..sometext is missing, send it again"
"3906","ham","Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
"3907","ham","We'll you pay over like  &lt;#&gt; yrs so its not too difficult"
"3908","ham","Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?"
"3909","phishing","U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"
"3910","phishing","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
"3911","phishing","In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5"
"3912","ham","Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
"3913","ham","I've got it down to a tea. not sure which flavour"
"3914","ham","How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam.."
"3915","ham","I want to send something that can sell fast.  &lt;#&gt; k is not easy money."
"3916","ham","wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
"3917","ham","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
"3918","phishing","Your free gift is waiting to be collected. Simply call 08718738034"
"3919","phishing","Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
"3920","ham","But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died."
"3921","ham","Will have two more cartons off u and is very pleased with shelves"
"3922","ham","Sorry, I'll call later..lets meet later.."
"3923","ham","It's that time of the week again, ryan"
"3924","ham","There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back."
"3925","ham","U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
"3926","ham","Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
"3927","ham","She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake�"
"3928","ham","I dunno lei... Like dun haf..."
"3929","phishing","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
"3930","ham","Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out."
"3931","phishing","Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n"
"3932","phishing","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599"
"3933","phishing","FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP"
"3934","ham","I cant pick the phone right now. I will call u back.."
"3935","ham","Lol for real. She told my dad I have cancer"
"3936","ham","Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?"
"3937","ham","Yunny i'm walking in citylink now ü faster come down... Me very hungry..."
"3938","ham","Do u still have plumbers tape and a wrench we could borrow?"
"3939","phishing","ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 8536074310 now."
"3940","ham","Is that seriously how you spell his name?"
"3941","ham","Okay, good, no problem, and thanx!"
"3942","ham","X course it 2yrs. Just so her messages on messenger lik you r sending me"
"3943","ham","They just talking thats it de. They wont any other."
"3944","phishing","	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468"
"3945","ham","Were gonna go get some tacos"
"3946","ham","I've reached sch already..."
"3947","ham","Dear got train and seat mine lower seat"
"3948","ham","Lol enjoy role playing much?"
"3949","ham","Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"
"3950","ham","That's fine, I'll bitch at you about it later then"
"3951","ham","Ok... Thanx... Gd nite 2 ü too..."
"3952","ham","I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night"
"3953","phishing","	Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
"3954","phishing","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
"3955","ham","Company is very good.environment is terrific. All Good.."
"3956","ham","I always chat with you. In fact i need money can you raise me?"
"3957","ham","Boo what time u get out? U were supposed to take me shopping today. :("
"3958","ham","Why is that, princess? I bet the brothas are all chasing you!"
"3959","ham","That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place "
"3960","ham","Yo! Howz u? girls never rang after india. L"
"3961","phishing","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
"3962","phishing","Please complete registration process before using any service. Code=943 Tid=020001951238"
"3963","ham","No i am not having any movies in my laptop�download�"
"3964","ham","Watching tv lor..."
"3965","ham","K..k.:)congratulation .."
"3966","ham","Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
"3967","ham","says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check."
"3968","phishing","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! "
"3969","ham","And now electricity just went out fml."
"3970","phishing","Congrats, Your Product Order at Paytm Mall Pvt. Ltd. Is accepted. Message  Your Name Company and account number to PH 7679046492"
"3971","ham","Aight , I'll get it later"
"3972","phishing","P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439"
"3973","phishing","Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
"3974","ham","Still in customer place"
"3975","ham","If I was I wasn't paying attention"
"3976","ham","Nope. Since ayo travelled, he has forgotten his guy"
"3977","phishing","You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3"
"3978","ham","Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet."
"3979","ham","i dnt wnt to tlk wid u"
"3980","ham","I will take care of financial problem.i will help:)"
"3981","phishing","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
"3982","phishing","Ringtone Club: Gr8 new polys direct to your mobile every week !"
"3983","ham","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
"3984","ham","I am on the way to tirupur."
"3985","ham","Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
"3986","ham","Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
"3987","ham","Yeah my usual guy's out of town but there're definitely people around I know"
"3988","ham","I will reach ur home in  &lt;#&gt;  minutes"
"3989","ham","Want to finally have lunch today?"
"3990","ham","Id have to check but there's only like 1 bowls worth left"
"3991","ham","Ok thanx..."
"3992","ham","Guessin you ain't gonna be here before 9?"
"3993","ham","Do you know when dad will be back?"
"3994","ham","Oh ho. this the first time u use these type of words..I didn�t expected this..."
"3995","phishing","nterested to keep your Nokia secure from theft? You can with F-Secure Mobile Security. Download free trial: http://store.ovi.com/publisher/F-Secure/?cid=f"
"3996","ham","It should take about  &lt;#&gt;  min"
"3997","ham","Say this slowly.? GOD,I LOVE YOU and I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people, u c miracle tomorrow.."
"3998","ham","Ok... Take ur time n enjoy ur dinner..."
"3999","ham","Pity, * was in mood for that. So...any other suggestions?"
"4000","ham","Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
"4001","ham","So what about you. What do you remember"
"4002","ham","Send his number and give reply tomorrow morning for why you said that to him like that ok"
"4003","ham","Lara said she can loan me  &lt;#&gt; ."
"4004","phishing","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003092 from land line. Claim C52. Valid 12hrs only"
"4005","phishing","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call  on 08002986905"
"4006","ham","Its a part of checking IQ�.just did that for fun.."
"4007","ham","Yup i've finished c ü there..."
"4008","ham","Yeah I'll try to scrounge something up"
"4009","phishing","HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com"
"4010","phishing","	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app"
"4011","ham","Hey... What time is your driving on fri? We go for evaluation on fri?"
"4012","phishing","Would you like to see my XXX pics ...they were nearly banned in the uk!"
"4013","ham","It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)"
"4014","ham","Yes fine"
"4015","ham","They did't play one day last year know even though they have very good team.. Like india."
"4016","ham","I anything lor. Just let me know.."
"4017","ham","My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!"
"4018","ham","Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :("
"4019","ham","Huh but i cant go 2 ur house empty handed right?"
"4020","ham","I'm in town now so i'll jus take mrt down later."
"4021","phishing","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625"
"4022","ham","Thanx a lot 4 ur help!"
"4023","ham","am up to my eyes in philosophy"
"4024","ham","when you and derek done with class?"
"4025","ham","Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets up in like 2 hits"
"4026","ham","Ya, told..she was asking wats matter?"
"4027","ham","jay says he'll put in  &lt;#&gt;"
"4028","ham","Ok i am on the way to home hi hi"
"4029","ham","Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
"4030","phishing","You are awarded a SiPix Digital Camera! call 09061221068 fromm landline. Delivery within 10 days."
"4031","phishing","Your K.Y.C has been updated successfully, you will get 1205 cashback in your wallet, To get cashback click here Link http://8629a7f1.ngrok.io"
"4032","phishing","ROMCA Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine."
"4033","phishing","FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"
"4034","ham","Text her. If she doesnt reply let me know so i can have her log in"
"4035","ham","Hows the pain dear?y r u smiling?"
"4036","ham","55 that's all? Guess that's easy enough"
"4037","ham","In which place i can get rooms cheap:-)"
"4038","ham","What time should I tell my friend to be around?"
"4039","ham","K:)i will give my kvb acc details:)"
"4040","ham","How long does it take to get it."
"4041","ham","Oh k. . I will come tomorrow"
"4042","phishing","Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net"
"4043","ham","Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle .."
"4044","phishing","Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM."
"4045","ham","Oh k.k..where did you take test?"
"4046","ham","The bus leaves at  &lt;#&gt;"
"4047","phishing","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201"
"4048","ham","Already am squatting is the new way of walking"
"4049","ham","Every monday..nxt week vl be completing.."
"4050","ham","OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
"4051","ham","Later i guess. I needa do mcat study too."
"4052","ham","But i haf enuff space got like 4 mb..."
"4053","ham","Men like shorter ladies. Gaze up into his eyes."
"4054","ham","Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please...."
