MainText,Tokenized_Text
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,"[253, 1364, 4314, 6, 331, 205, 4315, 1905, 729, 4316, 923, 12, 667, 1905, 1692, 1261, 556, 96, 4317, 936, 1906, 44, 1262]"
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.","[93, 104, 67, 2, 2657, 624, 986, 7, 698, 191, 43, 50, 1331, 70, 7420, 2, 711, 18, 104, 178, 12, 130]"
Call me when u finish then i come n pick u.,"[18, 15, 56, 11, 357, 55, 5, 77, 122, 237, 11]"
Captain is in our room:),"[3091, 10, 9, 64, 510]"
Shall i start from hear.,"[561, 5, 422, 41, 484]"
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,"[246, 28, 88, 120, 7421, 1940, 8, 7422, 2, 822, 2181, 7423, 12, 7424, 36, 5, 531, 3, 308, 5, 88, 7, 69, 8, 7425, 883, 2307, 108]"
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,"[13, 239, 36, 433, 32, 30, 37, 4318, 7426, 66, 264, 112, 171, 11, 371, 198, 172, 28, 54, 547, 5, 197, 11, 194, 198, 17, 908, 33, 91, 197, 11, 29, 198, 92]"
Yes :)it completely in out of form:)clark also utter waste.,"[164, 14, 1298, 9, 51, 13, 7427, 238, 7428, 1735]"
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","[137, 1550, 81, 847, 533, 744, 216, 945, 42, 111, 100, 3159, 2, 341, 45, 8, 55, 40, 219, 206, 58, 2, 75, 80, 7429, 4319, 3160]"
$9 Only!Sales on Official Oakley Sunglasses Online Store. 2016 New Styles All Up To 75% OFF. Final Day Flash Sale And Free Returns. Official Oakley Sunglasses Outlets At: http:// www.oakleyoutletsco.com,"[7430, 17, 1211, 4320, 4321, 269, 666, 85, 4322, 57, 46, 2, 250, 470, 58, 2388, 1058, 8, 45, 1816, 1211, 4320, 4321, 2815, 21, 3791, 7431]"
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,"[93, 2776, 31, 10, 7, 470, 854, 2, 455, 7, 1661, 317, 23, 181, 354, 18, 41, 475, 631, 755, 375, 2415, 401]"
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,"[417, 29, 379, 25, 468, 33, 52, 25, 389, 12, 6, 1083, 30, 2, 103, 6, 2545, 17, 212, 8, 87]"
FREE entry into our £350 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,"[45, 534, 336, 64, 474, 1656, 40, 80, 4, 490, 205, 2, 24, 604, 3831]"
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,"[167, 28, 20, 321, 2, 121, 11, 390, 261, 374, 26, 3, 19, 187, 6, 118, 222, 18, 41, 648, 303, 90, 171, 402, 341, 74]"
ALSO TELL HIM I SAID HAPPY BIRTHDAY,"[238, 132, 166, 5, 197, 147, 436]"
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,"[28, 20, 1116, 2, 139, 2, 1355, 630, 64, 661, 342, 2921, 329, 3, 9, 4, 610, 342, 28, 36, 54, 12, 878, 163, 26]"
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,"[497, 42, 4323, 1302, 295, 35, 98, 1269, 1378, 2824, 337, 17, 42, 111, 124, 17, 4, 509, 113, 106, 12, 479]"
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV","[45, 225, 23, 1109, 27, 1715, 816, 437, 2444, 45, 7432, 7433, 45, 3957, 18, 960, 17, 23, 18, 7434]"
But that's on ebay it might be less elsewhere.,"[33, 174, 17, 2546, 14, 469, 25, 1016, 3161]"
Hi. I'm sorry i missed your call. Can you pls call back.,"[97, 32, 102, 5, 599, 7, 18, 36, 3, 173, 18, 101]"
	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,"[11, 20, 2099, 2, 4, 248, 86, 633, 113, 9, 4, 780, 12, 206, 292, 460, 3, 84, 75, 2, 2461]"
"Geeee ... I miss you already, you know ? Your all I can think about.  I can't wait till next year when we will be together ... *loving kiss*","[2110, 5, 234, 3, 192, 3, 65, 7, 57, 5, 36, 133, 94, 5, 141, 277, 634, 230, 278, 56, 28, 29, 25, 684, 942, 527]"
K..i deleted my contact that why?,"[1509, 1947, 16, 121, 26, 202]"
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,"[243, 5, 65, 1313, 37, 7435, 4285, 192, 2489, 12, 180, 2445, 28, 141, 728, 9, 4, 2547, 13, 1020, 162, 1116, 2, 35]"
Uw ING bankieren app bevat verouderde plugins. klik hieronder om de beveiligde versie te downloaden http://mijn.ing-mobiel.com/update.apk,"[4324, 3379, 7436, 668, 7437, 7438, 7439, 7440, 7441, 7442, 669, 7443, 7444, 4325, 7445, 7446]"
! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,"[160, 7, 86, 816, 3, 20, 795, 2, 146, 2, 4, 351, 550, 400, 86, 12, 45, 18, 4, 86, 146, 838, 45, 17]"
If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop,"[34, 129, 793, 471, 2, 4326, 117, 1415, 117, 3162, 29, 1508, 8, 34, 3, 157, 117, 2146, 1871, 24, 129, 29, 40, 2166, 48, 6, 1414, 4327, 4328, 129, 43, 254, 680, 9, 6, 359, 292, 14, 29, 1298, 75]"
Aiyo please ü got time meh.,"[1821, 22, 72, 73, 1334]"
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.","[5, 133, 32, 256, 12, 4, 358, 553, 821, 15, 56, 3, 35, 82, 34, 3, 379, 35, 82]"
Where are you call me.,"[172, 20, 3, 18, 15]"
Is it your yahoo boys that bring in the perf? Or legal.,"[10, 14, 7, 1669, 1550, 26, 609, 9, 4, 7447, 23, 2491]"
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,"[119, 518, 30, 6, 439, 13, 328, 1630, 9, 7448, 17, 85, 411, 2182, 120, 7449, 9, 3071, 8, 4, 1809, 7450, 43, 259, 99]"
	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,"[7, 982, 19, 50, 4329, 46, 12, 4330, 7, 2548, 1074, 10, 4331]"
"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470","[63, 6, 454, 104, 5, 62, 966, 2, 1120, 3, 26, 509, 852, 590, 13, 7, 638, 44, 3, 20, 315, 27, 6, 457, 118, 18]"
Now? I'm going out 4 dinner soon..,"[24, 32, 99, 51, 447, 210]"
"Sir, Waiting for your mail.","[452, 256, 12, 7, 652]"
URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,"[167, 28, 20, 321, 2, 121, 3, 156, 843, 261, 374, 26, 3, 187, 6, 118, 222, 18, 90, 221, 177, 402, 341, 74, 401]"
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,"[654, 15, 2695, 15, 138, 15, 1980, 33, 9, 4, 249, 13, 16, 212, 56, 5, 979, 717, 203, 89, 1451, 17, 16, 3457, 8, 188, 1399, 5, 234, 11, 19, 6, 306, 58, 1332]"
"Are you sure you don't mean ""get here, we made you hold all the weed""","[20, 3, 232, 3, 52, 742, 35, 79, 28, 382, 3, 245, 57, 4, 1251]"
"We are hoping to get away by 7, from Langport. You still up for town tonight?","[28, 20, 1158, 2, 35, 528, 70, 41, 4332, 3, 107, 46, 12, 569, 262]"
WHITE FUDGE OREOS ARE IN STORES,"[1979, 7451, 7452, 20, 9, 2549]"
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,"[16, 2811, 204, 15, 89, 112, 5, 347, 276, 2035, 5, 348, 198, 117, 332, 132, 11, 798, 5, 198, 117]"
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","[66, 36, 25, 153, 1492, 280, 34, 3, 81, 4333, 19, 811, 190, 3586, 2843, 30, 2, 1118, 255, 17, 7453, 34, 3, 52, 385, 63, 186, 26, 1860, 542]"
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,"[167, 28, 20, 321, 2, 121, 3, 156, 843, 261, 374, 26, 3, 19, 187, 6, 118, 222, 18, 90, 221, 364, 402, 341, 74]"
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","[163, 16, 149, 547, 516, 597, 112, 11, 1428, 691, 806, 516, 54, 1168, 112, 44, 289, 268, 2, 54, 477]"
Still chance there. If you search hard you will get it..,"[107, 331, 82, 34, 3, 703, 871, 3, 29, 35, 14]"
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,"[685, 192, 72, 6, 4193, 7454, 7455, 1116, 2, 25, 4, 7456, 320, 2, 587, 4, 7457, 460, 1313, 4, 2062, 723, 619, 32, 1116, 2, 25, 82, 2, 587, 3, 8, 24, 217, 654, 3, 7458, 33, 654, 7459]"
Tell them u have a headache and just want to use 1 hour of sick time.,"[132, 145, 11, 19, 6, 2797, 8, 40, 81, 2, 275, 429, 13, 1410, 73]"
Dont let studying stress you out. L8r.,"[52, 207, 1398, 2132, 3, 51, 1739]"
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,"[7460, 172, 20, 3, 476, 5, 7461, 3, 2, 15, 57, 4, 73, 24, 52, 3, 319, 2, 77, 2, 15, 17, 7, 981, 998]"
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,"[246, 59, 108, 11, 32, 673, 7462, 342, 273, 35, 673, 27, 4, 539, 33, 5, 62, 132, 15, 259, 1757, 43, 814, 82, 229]"
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,"[137, 230, 858, 518, 6, 2470, 1670, 949, 21, 1597, 28, 36, 54, 12, 26, 1827, 2161, 230, 552, 132, 15, 61, 73, 3, 108, 45]"
"Cool, I'll text you when I'm on the way","[399, 76, 80, 3, 56, 32, 17, 4, 169]"
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),"[16, 2948, 995, 26, 849, 10, 302, 12, 57, 289, 1644, 1770, 7463, 14, 29, 25, 302, 12, 7464, 169, 18, 4308, 3144, 773, 8, 4334, 14]"
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,"[2423, 32, 1219, 79, 9, 6, 75, 8, 600, 2819, 439, 168, 24, 7465, 16, 1296, 51, 326, 5, 288, 68, 32, 6, 1907, 9, 478, 1322, 635, 15, 8, 24, 5, 288, 68, 32, 7466, 3]"
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,"[7, 982, 19, 50, 4329, 46, 12, 4330, 7, 2548, 1074, 10, 4331]"
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,"[388, 382, 46, 12, 849, 8, 7467, 1338, 68, 6, 2358, 598, 24, 5, 288, 4335, 33, 21, 1035, 48, 30, 7468, 575, 836, 13, 4335]"
"Well, I meant as opposed to my drunken night of before","[119, 5, 997, 63, 7469, 2, 16, 4202, 150, 13, 190]"
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,"[2170, 4, 3163, 13, 6, 7470, 3164, 7471, 62, 321, 63, 2954, 7472, 96]"
Sounds great! Are you home now?,"[888, 142, 20, 3, 83, 24]"
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be mechanical�","[87, 789, 6, 1751, 48, 6, 720, 34, 28, 183, 1372, 115, 2, 87, 55, 212, 194, 25, 7473]"
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,"[482, 66, 33, 6, 380, 1282, 11, 388, 54, 428, 903, 24, 628, 76, 288, 2720]"
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,"[612, 225, 333, 400, 111, 10, 7, 18, 611, 406, 401, 1432, 18, 266, 2098, 41, 1041, 791, 671, 4336, 1564, 3160]"
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007  www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,"[45, 12, 294, 126, 44, 225, 337, 42, 638, 193, 126, 40, 100, 225, 2, 1389, 629, 2514, 2515]"
No go. No openings for that room 'til after thanksgiving without an upcharge.,"[44, 54, 44, 7474, 12, 26, 510, 659, 163, 2734, 404, 98, 7475]"
The wine is flowing and i'm i have nevering..,"[4, 1185, 10, 4337, 8, 32, 5, 19, 7476]"
I'll reach in ard 20 mins ok...,"[76, 450, 9, 733, 266, 66]"
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.","[28, 20, 21, 7477, 155, 93, 11, 107, 76, 5, 987, 489, 31, 223, 33, 5, 133, 5, 62, 40, 7478, 395, 150, 55, 28, 302, 17, 552]"
Crucify is c not s. You should have told me earlier.,"[7479, 10, 209, 30, 364, 3, 170, 19, 329, 15, 1032]"
70 mins but i had to stop somewhere first.,"[266, 33, 5, 160, 2, 75, 1072, 258]"
32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,"[420, 33, 48, 30, 6, 2234, 387, 79, 37, 48, 388, 2, 253, 41, 2740, 23, 7480, 23, 34, 5, 204, 14, 1016, 1830, 76, 1634]"
88066 FROM 88066 LOST 3POUND HELP,"[41, 910, 1323, 130]"
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.","[3, 20, 318, 1789, 7, 1345, 51, 82, 3, 531, 1505, 13, 7, 1203, 17, 1337, 3, 20, 89, 13, 4, 523, 105, 307, 217, 379, 1048, 202, 194, 5, 133, 6, 1896, 13, 7, 510, 194, 654, 3, 138, 3, 288, 4338]"
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,"[688, 7, 47, 856, 12, 374, 928, 364, 5, 420, 760, 18, 929, 221, 660]"
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...","[5, 1048, 3, 63, 6, 4339, 8, 735, 3, 63, 16, 270, 63, 365, 63, 4, 522, 7481, 64, 751, 371, 867, 548, 25, 293, 1202, 344, 7482]"
K.then any other special?,"[4340, 95, 289, 350]"
He  chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,"[91, 7483, 51, 91, 3886, 15, 91, 194, 25, 301, 8, 7484, 1691, 15, 8, 55, 5, 196, 484, 6, 490, 41, 166]"
It's ok lar. U sleep early too... Nite...,"[48, 66, 433, 11, 310, 507, 165, 543]"
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),"[44, 28, 1092, 14, 57, 37, 119, 19, 2699, 34, 2282, 55, 1092, 64, 2282, 2, 265, 1612, 1146, 7485, 255, 101, 9, 212, 7486]"
Are you wet right now?,"[20, 3, 2142, 168, 24]"
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,"[400, 3, 20, 315, 6, 1869, 1065, 400, 18, 2550, 475, 218, 201, 292]"
Not from this campus. Are you in the library?,"[30, 41, 31, 1746, 20, 3, 9, 4, 1449]"
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,"[7487, 10, 74, 12, 7488, 29, 1794, 237, 12, 7489, 1656, 12, 166]"
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,"[1135, 48, 50, 6, 365, 58, 32, 3047, 40, 81, 2, 2897, 46, 8, 103, 6, 2960]"
What not under standing.,"[61, 30, 937, 3002]"
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,"[44, 1161, 239, 5, 316, 2100, 953, 6, 2240, 387, 33, 5, 347, 5, 676, 6, 1489, 89]"
No chikku nt yet.. Ya i'm free,"[44, 1140, 952, 332, 299, 32, 45]"
"There're some people by mu, I'm at the table by lambda","[4341, 120, 307, 70, 1003, 32, 21, 4, 4342, 70, 7490]"
Wherre's my boytoy ? :-(,"[7491, 16, 926]"
I love your ass! Do you enjoy doggy style? :),"[5, 87, 7, 1203, 38, 3, 392, 3001, 1464]"
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,"[5, 103, 14, 4, 671, 43, 77, 55, 3, 476, 19, 364, 13, 444, 24, 147, 1070, 16, 89, 41, 1525, 246, 3651, 21, 4, 249, 10, 16, 3045, 3140, 166]"
Reason is if the team budget is available at last they buy the unsold players for at base rate..,"[1083, 10, 34, 4, 213, 1774, 10, 563, 21, 156, 134, 253, 4, 2995, 1589, 12, 21, 3165, 579]"
	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,"[1132, 3, 19, 30, 3166, 4, 633, 3, 19, 192, 383, 12, 1136, 4343, 4344, 539, 2, 455, 7, 633]"
Designation is software developer and may be she get chennai:),"[7492, 10, 3167, 7493, 8, 224, 25, 129, 35, 1100]"
"Sorry my roommates took forever, it ok if I come by now?","[102, 16, 1951, 775, 1202, 14, 66, 34, 5, 77, 70, 24]"
I have a sore throat. It's scratches when I talk,"[5, 19, 6, 2236, 2505, 48, 7494, 56, 5, 286]"
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","[167, 7, 1627, 990, 1628, 317, 23, 787, 607, 18, 24, 1802, 755, 604, 364, 629, 1803, 1629, 1804, 1805]"
I know you mood off today,"[5, 65, 3, 1676, 250, 92]"
No dear i do have free messages without any recharge. Hi hi hi,"[44, 93, 5, 38, 19, 45, 560, 404, 95, 7495, 97, 97, 97]"
Watching telugu movie..wat abt u?,"[424, 7496, 7497, 630, 11]"
"Oh, then your phone phoned me but it disconnected","[155, 55, 7, 111, 4277, 15, 33, 14, 4345]"
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,"[798, 5, 357, 16, 418, 55, 5, 54, 2088, 308, 112, 733, 903, 112, 11, 357, 42, 418, 192]"
That's y i said it's bad dat all e gals know u... Wat u doing now?,"[174, 171, 5, 197, 48, 517, 440, 57, 208, 2323, 65, 11, 185, 11, 186, 24]"
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","[600, 634, 11, 730, 10, 14, 3, 674, 177, 177, 181, 23, 1984, 701, 18, 24, 1341, 540, 375, 7498, 7499, 406, 401, 86, 2098]"
Go where n buy? Juz buy when we get there lar.,"[54, 172, 122, 253, 651, 253, 56, 28, 35, 82, 433]"
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"[2391, 13, 751, 449, 419, 10, 30, 94, 718, 163, 1070, 4, 1162, 2392, 94, 718, 40, 70, 953, 4, 257, 344, 3168, 7500]"
On the way to office da..,"[17, 4, 169, 2, 366, 143]"
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.","[712, 467, 46, 59, 7501, 158, 3, 19, 50, 626, 56, 5, 196, 484, 41, 410, 307, 5, 496, 145, 8, 134, 160, 407, 4, 128, 572, 4346, 78, 40, 3598, 7502, 68, 2, 65, 38, 19, 6, 914, 278, 8, 57, 4, 248, 27, 7, 1070, 597, 34, 3, 36, 189, 189, 7503, 258, 4347, 12, 7504, 55, 7, 149, 10, 298]"
Please call our customer service representative on 0800 169 6032 between 10am-9pm as you have WON a guaranteed £2000 cash or £6000 prize!,"[22, 18, 64, 104, 113, 844, 17, 449, 810, 63, 3, 19, 187, 6, 222, 181, 23, 118]"
Dai what this da.. Can i send my resume to this id.,"[1808, 61, 31, 143, 36, 5, 84, 16, 3169, 2, 31, 273]"
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,"[159, 12, 4, 2048, 24, 2167, 2183, 27, 4, 3120, 27, 2658, 17, 7, 86, 12, 6, 45, 39, 40, 49, 27, 2167, 24]"
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk,"[45, 12, 294, 126, 44, 225, 337, 42, 638, 193, 126, 40, 100, 225, 2, 35, 1502, 8, 132, 42, 1038, 1389]"
K I'll be there before 4.,"[177, 76, 25, 82, 190]"
Pls send me the correct name da.,"[173, 84, 15, 4, 503, 257, 143]"
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,"[133, 5, 183, 75, 70, 9, 68, 98, 429, 23, 37, 16, 1951, 389, 2, 1513, 46, 12, 6, 661]"
She is annoying... I hate when she does this...She turns what should be a fun trip into an annoying day of what she wants,"[129, 10, 1528, 5, 1503, 56, 129, 459, 7505, 1236, 61, 170, 25, 6, 408, 661, 336, 98, 1528, 58, 13, 61, 129, 635]"
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8","[6, 3484, 342, 7506, 35, 1134, 13, 186, 335, 328, 1152, 1621, 7507, 546, 335, 328, 3538, 161, 1144, 501, 9, 313, 7508, 344, 1104]"
Tired. I haven't slept well the past few nights.,"[1134, 5, 348, 1440, 119, 4, 1616, 359, 1561]"
Wat's da model num of ur phone?,"[1047, 143, 1846, 1642, 13, 42, 111]"
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,"[35, 6, 45, 86, 333, 1004, 45, 792, 2, 455, 80, 54, 2, 48, 45, 786, 3084, 36, 25, 2254, 2420, 8, 971, 272, 989, 74]"
Oops my phone died and I didn't even know. Yeah I like it better.,"[1273, 16, 111, 1520, 8, 5, 196, 287, 65, 214, 5, 68, 14, 388]"
My birthday is on feb  &lt;#&gt;  da. .,"[16, 436, 10, 17, 1417, 78, 143]"
"Sorry, I'll call later�buzy in some work..","[102, 76, 18, 3027, 9, 120, 149]"
Wat time do u wan 2 meet me later?,"[185, 73, 38, 11, 309, 139, 15, 153]"
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,"[11, 19, 6, 601, 777, 115, 10, 389, 138, 121, 27, 911, 51, 115, 134, 912, 115, 682, 42, 37, 913, 17]"
Friends that u can stay on fb chat with,"[293, 26, 11, 36, 442, 17, 1577, 260, 27]"
If we win its really no 1 side for long time.,"[34, 28, 205, 48, 189, 44, 955, 12, 365, 73]"
Anything lar...,"[229, 433]"
Hey company elama po mudyadhu.,"[137, 678, 7509, 540, 7510]"
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,"[97, 4348, 104, 970, 295, 4, 85, 225, 86, 41, 74, 21, 4349, 4350, 2, 44, 35, 613, 7511]"
Sry da..jst nw only i came to home..,"[4128, 7512, 1452, 74, 5, 508, 2, 83]"
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","[364, 4351, 24, 100, 499, 23, 3597, 42, 257, 723, 1095, 499, 7513, 2, 2, 267, 8, 35, 2529]"
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,"[688, 7, 47, 856, 12, 374, 928, 1164, 760, 18, 929, 221, 660]"
I am going to sleep. I am tired of travel.,"[5, 62, 99, 2, 310, 5, 62, 1134, 13, 1984]"
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,"[3, 19, 187, 6, 222, 181, 23, 6, 118, 2, 90, 829, 118, 18, 64, 104, 113, 844, 17, 449, 810, 406, 219]"
Yup having my lunch buffet now.. U eat already?,"[398, 325, 16, 418, 3729, 24, 11, 428, 192]"
Sent me ur email id soon�.I will sent that�,"[216, 15, 42, 515, 273, 7514, 29, 216, 26]"
Ya very nice. . .be ready on thursday,"[299, 231, 306, 25, 355, 17, 2013]"
Prabha..i'm soryda..realy..frm  my heart,"[2966, 4288, 16, 381]"
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,"[451, 112, 5, 676, 6, 359, 4352, 89, 5, 347, 482, 66, 733, 33, 5, 88, 456, 1234, 567]"
Do u know what is real FRIENDSHIP,"[38, 11, 65, 61, 10, 413, 751]"
Why didn't u call on your lunch?,"[202, 196, 11, 18, 17, 7, 418]"
But i juz remembered i gotta bathe my dog today..,"[33, 5, 651, 2663, 5, 1096, 1289, 16, 1663, 92]"
Yeah whatever lol,"[214, 837, 243]"
Yar lor... How u noe? U used dat route too?,"[1049, 112, 59, 11, 767, 11, 794, 440, 7515, 165]"
Pete can you please ring meive hardly gotany credit,"[1279, 36, 3, 22, 757, 7516, 3170, 7517, 493]"
2 and half years i missed your friendship:-),"[8, 378, 411, 5, 599, 7, 751]"
Hope you are having a good TIME.,"[158, 3, 20, 325, 6, 71, 73]"
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,"[19, 3, 1114, 94, 26, 320, 32, 99, 2, 26, 7518, 286, 140, 262, 34, 11, 7519, 48, 7520, 8, 6, 7521, 23, 837, 14, 10]"
Wife.how she knew the time of murder exactly,"[7522, 129, 1214, 4, 73, 13, 2402, 2496]"
Sounds great! Im going to sleep now. Have a good night!,"[888, 142, 32, 99, 2, 310, 24, 19, 6, 71, 150]"
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P","[3, 20, 349, 1954, 70, 64, 901, 113, 70, 265, 3, 65, 2, 204, 51, 115, 14, 10, 18, 41, 6, 648, 303, 3374]"
K k :-):-) then watch some films.,"[177, 177, 55, 451, 120, 3084]"
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),"[1541, 93, 293, 31, 10, 16, 85, 290, 1010, 110, 70, 7523, 3396, 7524]"
